Subject,Object
Parramatta Eels,rugby league team
North Queensland Cowboys,rugby league team
Newcastle Knights,rugby league team
New Zealand Warriors,rugby league team
South Sydney Rabbitohs,rugby league team
Manly-Warringah Sea Eagles,rugby league team
Leigh Centurions,rugby league team
Huddersfield Giants,rugby league team
Wigan Warriors,rugby league team
Leeds Rhinos,rugby league team
St Helens RLFC,rugby league team
Bradford,rugby league team
Hull F.C.,rugby league team
Catalans Dragons,rugby league team
Bisharp,dark-type Pokémon
Dictionnaire critique des historiens de l'art ID,Wikidata property related to historiography
Tethys,Titan
Tethys,Titan
Inakappe Taishō,Japanese TV series
Tsuide ni Tonchinkan,Japanese TV series
Sprout,Japanese TV series
Capitoline Wolf,sculpture
The Santa Fe Trail,serial film
A Dangerous Adventure,serial film
Les Vampires,serial film
In the Days of Daniel Boone,serial film
Eastern Fleet,location
Eastern Fleet,fleet
Western Fleet,fleet
Solar Dynamics Observatory,space observatory
CHEOPS,space observatory
Solar and Heliospheric Observatory,space observatory
Astrosat,space observatory
Hitomi,space observatory
Akari,space observatory
Wilkinson Microwave Anisotropy Probe,space observatory
James Webb Space Telescope,space observatory
Nuclear Spectroscopic Telescope Array,space observatory
Regent Centre Interchange,through station
Regent Centre Interchange,through station
canton of Saint-Pons-de-Thomières,canton of France (until 2015)
canton of Thury-Harcourt,canton of France (until 2015)
canton of Nuits-Saint-Georges,canton of France
canton of Arnay-le-Duc,canton of France
canton of Nuits-Saint-Georges,canton of France (until 2015)
canton of Arnay-le-Duc,canton of France (until 2015)
canton of Vic-sur-Aisne,canton of France
canton of Pessac-2,canton of France
canton of Saint-Médard-en-Jalles,canton of France
canton of Talence,canton of France
canton of Lormont,canton of France
canton of Mérignac-1,canton of France
Building 18010-18,history
Francis John Shepherd Fonds,fonds
Robert Howard Fonds,fonds
Harry C. Cunningham Fonds,fonds
John Rowand Fonds,fonds
John Symonds Fonds,fonds
Philip Franklin Fonds,fonds
Allan McMillan Fonds,fonds
Thomas Gibson Fonds,fonds
Arthur Adderly Browne Fonds,fonds
Oskar Cameron Grüner Fonds,fonds
Edward William Archibald Fonds,fonds
Alphonse Allard Fonds,fonds
American Osler Society Fonds,fonds
1884,leap year
1952,leap year
1944,leap year
1956,leap year
1948,leap year
1884,year
Straßenanschnitt Königsstuhl bei Bad Berneck,outcrop
Straßenaufschluss N von Seitendorf,geotope
Krönner-Riff SE von Bayerisch Gmain,geotope
Placunopsiden-Riff Tiefenstockheim,geotope
Straßenanschnitt Königsstuhl bei Bad Berneck,geotope
Gletscherschliff Jachenau,outcrop
Barn And Dovecot To Hammonds Farm,barn
Dovecot And Barn 20 Yards To East Of Manor Farm House,barn
Dovecote And Barn Aproximately 25 Metres East Of The Old Rectory,barn
"Stable, Barn And Dovecote Approximately 45 Metres South Of Copcourt Manor",barn
Mbeya Rural District,district of Tanzania
Maswa District,district of Tanzania
Manyoni District,district of Tanzania
Longido District,district of Tanzania
Lindi Urban,district of Tanzania
Kwimba District,district of Tanzania
Korogwe District,district of Tanzania
Kishapu District,district of Tanzania
Kisarawe District,district of Tanzania
Kilosa District,district of Tanzania
Kibondo District,district of Tanzania
Kibaha District,district of Tanzania
Kasulu District,district of Tanzania
Kalambo District,district of Tanzania
Biharamulo District,district of Tanzania
Cross Base On North Side Of Lane To St Oswalds,monumental cross
Cross,monumental cross
Cross Base And Sundial Approximately 21 Metres To North Of Chancel Of Church Of St Mary,monumental cross
Cross In Churchyard About 25 Metres South Of Church Of All Saints,monumental cross
Cross Approximately 5 Metres South Of South Porch Of Church Of St Peter And St Paul,monumental cross
Cross At Sp 1760 9121,monumental cross
Cross In Churchyard 14 Yards South Of Door To Chancel,monumental cross
Dovecote to east of Cefn Henllan Farmhouse,dovecote
Pentrebychan Hall Dovecote,dovecote
Dovecote at Pickhill Old Hall,dovecote
Dovecote at Esgonty Farm,dovecote
Dovecote at Old Rectory,dovecote
NGC 392,lenticular galaxy
NGC 1316,lenticular galaxy
Centaurus A,lenticular galaxy
NGC 4435,lenticular galaxy
NGC 160,lenticular galaxy
NGC 7500,lenticular galaxy
NGC 3857,lenticular galaxy
NGC 524,lenticular galaxy
NGC 4377,lenticular galaxy
NGC 59,lenticular galaxy
Kácov,municipality of the Czech Republic
Svojanov,municipality of the Czech Republic
Chroustovice,municipality of the Czech Republic
Malešov,municipality of the Czech Republic
Winchester House School,day school
Edge Grove School,school (building)
Winchester House School,boarding school
Edge Grove School,boarding school
Eagle House School,boarding school
Brambletye School,boarding school
Winchester House School,preparatory school
Winchester House School,preparatory school
Cracked Actor,television film
Lacus Bonitatis,lacus
Lacus Autumni,lacus
Lacus Aestatis,lacus
Albano Lacus,lacus
Logtak Lacus,lacus
Cayuga Lacus,lacus
Atitlán Lacus,lacus
Lanao Lacus,lacus
Freeman Lacus,lacus
Junín Lacus,lacus
Towada Lacus,lacus
Cardiel Lacus,lacus
Ohrid Lacus,lacus
Mývatn Lacus,lacus
Sevan Lacus,lacus
Lacus Timoris,lacus
Lacus Temporis,lacus
Lacus Spei,lacus
Lacus Somniorum,lacus
Lacus Solitudinis,lacus
Lacus Perseverantiae,lacus
Lacus Odii,lacus
Lacus Oblivionis,lacus
Lacus Mortis,lacus
Lacus Luxuriae,lacus
Lacus Lenitatis,lacus
Lacus Hiemalis,lacus
Lacus Gaudii,lacus
Lacus Felicitatis,lacus
Lacus Doloris,lacus
2000 Estonian Badminton Championships,Estonian Badminton Championships
1996 Estonian Badminton Championships,Estonian Badminton Championships
1994 Estonian Badminton Championships,Estonian Badminton Championships
1991 Estonian Badminton Championships,Estonian Badminton Championships
Vase,glass
Pitcher,glass
Vase,glass
Vase,glass
De domo sua,speech
Trial Speech of Ken Saro-Wiwa,speech
Crimean speech of President Putin,speech
On American Taxation,speech
Chabatovichy,village
Monsenhor João Alexandre,village
"Church of San Francisco Javier, Tepotzotlán",museum building
Japan at the 2018 FIFA World Cup,Japan at the FIFA World Cup
Carnival of Alhama de Granada,carnival
Zafarronada de Omaña,carnival
Carnival of Alsasua – Altsasu,carnival
Carnival of Basel,UNESCO Intangible Cultural Heritage in Switzerland
Carnivals of Lantz,carnival
Carnival of Basel,carnival
Carnivals of Lantz,Festival of Tourist Interest of Navarre
RNA polymerase sigma-70,protein domain
NAD,protein domain
RNA polymerase sigma-70 like domain,protein domain
"Formyl transferase, N-terminal",protein domain
Chitinase II domain,protein domain
"Multicopper oxidase, type 2",protein domain
"Hedgehog protein, Hint domain",protein domain
Immunoglobulin subtype,protein domain
AMP-dependent synthetase/ligase,protein domain
Protein kinase domain,protein domain
Zagnanado,commune of Benin
Za-Kpota,commune of Benin
Toucountouna,commune of Benin
Matéri,commune of Benin
Kalalè,commune of Benin
Houéyogbé,commune of Benin
Djakotomey,commune of Benin
Comè,commune of Benin
Bopa,commune of Benin
Pèrèrè,commune of Benin
Kpomassè,commune of Benin
Rama,Characters in the Ramayana
Sita,human who may be fictional
Rama,human who may be fictional
Krishna,human who may be fictional
Duchy of Parma,state
SDSS J152646.00+210607.2,possible globular cluster
[MMH2011] 72,possible globular cluster
[MMH2011] HUCD50,possible globular cluster
[WH2007] UCD 8,possible globular cluster
[MMH2011] HUCD4,possible globular cluster
[VHH81] 152,possible globular cluster
[MMH2011] HUCD45,possible globular cluster
[CLK2012] 24,possible globular cluster
Minamikawachi District,district of Japan
Kitaakita District,district of Japan
Kazuno District,district of Japan
Nakatsugaru District,district of Japan
Sennan District,district of Japan
date depicted,Wikidata property to describe media items
date depicted,Wikidata property with datatype 'time'
Izumi Province,province of Japan
Ōsumi Province,province of Japan
Yamato Province,province of Japan
Ise Province,province of Japan
Trøllhøvdi,islet
Carvel Rock,islet
Cl* NGC 5139 LEID 89009,possible red giant branch star
Cl* NGC 5139 LEID 44026,possible red giant branch star
Cl* NGC 5139 L 1352,possible red giant branch star
Cl* NGC 5139 L 1019,possible red giant branch star
Cl* NGC 5139 L 1078,possible red giant branch star
Cl* NGC 5139 L 1754,possible red giant branch star
Cl* NGC 5139 LEID 35035,possible red giant branch star
Cl* NGC 5139 LEID 42508,possible red giant branch star
Cl* NGC 5139 LEID 23042,possible red giant branch star
Cl* NGC 5139 L 823,possible red giant branch star
2MASS J13264031-4726599,possible red giant branch star
Cl* NGC 5139 L 1076,possible red giant branch star
Cl* NGC 5139 LEID 36228,possible red giant branch star
Cl* NGC 5139 L 683,possible red giant branch star
Coin,archaeological artifact
"Musée Saint-Raymond, 2000 14 129",archaeological artifact
Coin,coin
"Musée Saint-Raymond, 2000 14 129",coin
"Boulder, Chräjeberg, wayside outside of the forest",boulder
"Boulder, Bärletwald",boulder
"Boulder, Chräjeberg, northern edge of the woods",boulder
"Boulder, Mahlewagwald II",boulder
"Boulder, Mahlewagwald I",boulder
"Boulder, Luterhölzli/ located at: Museum Schwab Biel",boulder
"Boulder Safnern, Büttenberg/ located at: Historical Museum Bern",boulder
Zeichenstein Balzers,boulder
"two stone blocks, Büttenberg, Schlossbahn",archaeological artifact
"sign stone, Felsenburg Bözingen",archaeological artifact
"Boulder, Büttenberg, Crossing Bartolomäusweg/ Jungholzweg",archaeological artifact
"Stein, Pfadigrüebli",archaeological artifact
"Boulder, Chräjeberg, wayside outside of the forest",archaeological artifact
Kyoto Animation arson attack,arson
biophysics,branch of biology
Grand Matsu Temple,temples of Mazu
Xinzhuang Guangfu Temple,Chinese temple
Ta Kuan-Yin Ting and Hsin-Chi Kung,Chinese temple
Grand Matsu Temple,Chinese temple
Las Colonias Department,department of Argentina
General López Department,department of Argentina
Caseros Department,department of Argentina
Candelaria department,department of Argentina
Carmén,French opera
Bildstock und Wegestein Crostwitz Richtung Neudörfel,wayside shrine
Iceland at the UEFA Euro 2016,Iceland national football team
Salzburg,statutory city of Austria
Sarasota Municipal Auditorium,auditorium
Pease Auditorium,auditorium
Weirs,collaborative album
Smegma Plays Merzbow Plays Smegma,collaborative album
Satanstornade,collaborative album
Partikel II,collaborative album
Partikel,collaborative album
Mer Mar,collaborative album
Chinese Wikinews,Wikinews language edition
Skinners Family Hotel,pub
Tomasgårdens IF,floorball club
IBK Sundsvall,floorball club
Skellefteå IBK,floorball club
Tenhults IBK,floorball club
Lura IL,floorball club
Koovee,floorball club
Västanfors IF,floorball club
Umeå City IBK,floorball club
Sveiva IBK,floorball club
Sundsvall City,floorball club
simultaneity,binary relation
Brunoy obelisk,obelisk
2018 Four Days of Dunkirk,Four Days of Dunkirk
2012 Four Days of Dunkirk,Four Days of Dunkirk
2017 Four Days of Dunkirk,Four Days of Dunkirk
2012 Four Days of Dunkirk,Four Days of Dunkirk
Cocktails and Cigarettes Punch Bowl,ceramics
Plate with the Arms of the Pucci Family,ceramics
Blackware Olla,ceramics
Plate with the Arms of the Vitelleschi Family,ceramics
Bottle,ceramics
Ohio County,county of West Virginia
Clay County,county of West Virginia
Taylor County,county of West Virginia
Tyler County,county of West Virginia
Mineral County,county of West Virginia
Hancock County,county of West Virginia
Jackson County,county of West Virginia
Harrison County,county of West Virginia
Marion County,county of West Virginia
Gilmer County,county of West Virginia
Marshall County,county of West Virginia
Fayette County,county of West Virginia
Wetzel County,county of West Virginia
Wyoming County,county of West Virginia
Ritchie County,county of West Virginia
St. George Children's Museum,children's museum
Children's Museum of Phoenix,children's museum
Beaumont Children's Museum,children's museum
Children's Museum of Science and Technology,children's museum
Omaha Children's Museum,children's museum
Sacramento Children's Museum,children's museum
Glazer Children’s Museum,children's museum
Explore & More Children's Museum,children's museum
The Thinkery,children's museum
Mid-Hudson Children's Museum,children's museum
Children's Museum of Richmond,children's museum
Children's Museum of Houston,children's museum
Children's Museum of Los Angeles,children's museum
Children's Museum of Cleveland,children's museum
Mookerschans,sconce
Ashwood School Gymnasium and Auditorium,gymnasium
Maria column,Maria column
Marian Column in Kłodzko,Maria column
Mariensäule,Maria column
Maria column,Maria column
Devotional pillar in Brtníky,Maria column
Maria column in Brno-Řečkovice,Maria column
Maria column in Benešov nad Ploučnicí,Maria column
Maria column,Maria column
Mary's column,Maria column
Maria column,Maria column
Maria column,Maria column
Maria column in Obříství,plague column
Statue of Madona,Maria column
Maria column in Obříství,Maria column
Mariensäule Hauptplatz Stainz,Maria column
KV10,hypogeum
KV11,hypogeum
KV47,hypogeum
Neubrügg,wooden bridge
Magere Brug,wooden bridge
Covered Bridge,wooden bridge
Trajan's Bridge,wooden bridge
Holzbrücke Wettingen-Neuenhof,wooden bridge
Holzbrücke Bad Säckingen,wooden bridge
"Ponte Vecchio, Bassano",wooden bridge
Alte Rheinbrücke,wooden bridge
It Might Get Loud,rockumentary
Festival Express,rockumentary
Amazing Journey: The Story of The Who,rockumentary
Homenagem Ao Comendador Antonio Devoto,civil decoration
Prêmio Gualco,civil decoration
"Concurso ""Quem Deu Asas Ao Homem""",civil decoration
"Homenagem da Municipalidad Del Rosário, de Santa Fé, Ao Centenário da Independência do Brasil",civil decoration
"Homenagem da Municipalidad Del Rosário, de Santa Fé, Ao Centenário da Independência do Brasil",civil decoration
"Homenagem da Municipalidad Del Rosário, de Santa Fé, Ao Centenário da Independência do Brasil",civil decoration
Medalha Inter Aliados 1914-1918,civil decoration
Homenagem do Aero Club de France A Santos Dumont,civil decoration
Homenagem do Aero Club de France A Santos Dumont,civil decoration
Cinqüentenário do 1º Vôo do 14 Bis de Santos Dumont,civil decoration
Homenagem do Aerolloyd Iguassú A Santos Dumont,civil decoration
Plaqueta em Homenagem A Santos Dumont,civil decoration
Weston Lake,oxbow lake
Čičák,oxbow lake
Živanické jezero,oxbow lake
Polábek,oxbow lake
Bleddiner Riß,oxbow lake
Sennfelder See,oxbow lake
Otterstadter Altrhein,oxbow lake
Danau Lasi,oxbow lake
Chinese Wikisource,Wikisource language edition
Yiddish Wikisource,Wikisource language edition
Venetian Wikisource,Wikisource language edition
Turkish Wikisource,Wikisource language edition
Thai Wikisource,Wikisource language edition
Telugu Wikisource,Wikisource language edition
Tamil Wikisource,Wikisource language edition
Serbian Wikisource,Wikisource language edition
Slovene Wikisource,Wikisource language edition
Slovak Wikisource,Wikisource language edition
Sakha Wikisource,Wikisource language edition
Romanian Wikisource,Wikisource language edition
Norwegian Wikisource,Wikisource language edition
Dutch Wikisource,Wikisource language edition
Marathi Wikisource,Wikisource language edition
Macedonian Wikisource,Wikisource language edition
falsity,legal concept
Eurovision Young Musicians 2002,festival edition
Eurovision Young Musicians 1994,festival edition
Eurovision Young Musicians 1998,festival edition
Eurovision Young Musicians 2000,festival edition
Rose Atoll Marine National Monument,National Monument of the United States
Marianas Trench Marine National Monument,National Monument of the United States
Mouvement,composition for piano
Hommage à Rameau,composition for piano
Passepied,composition for piano
Clair de lune,composition for piano
Menuet,composition for piano
Prélude,composition for piano
Jardins sous la pluie,composition for piano
La soirée dans Grenade,composition for piano
Pagodes,composition for piano
The Little Shepherd,composition for piano
Scarbo,composition for piano
Le Gibet,composition for piano
Ondine,composition for piano
pour les accords,composition for piano
pour les arpèges composés,composition for piano
pour les sonorités opposées,composition for piano
pour les notes répétées,composition for piano
pour les agréments,composition for piano
pour les degrés chromatiques,composition for piano
pour les huit doigts,composition for piano
pour les octaves,composition for piano
pour les sixtes,composition for piano
pour les quartes,composition for piano
Β,Greek letter
Μ,Greek letter
Π,Greek letter
Υ,Greek letter
Abdulinsky District,raion of the Soviet Union
2010 Uber Cup – Qualification Africa,badminton qualification tournament
2004 Thomas Cup – Qualification America,badminton qualification tournament
2010 Thomas Cup – Qualification Asia,badminton qualification tournament
2006 Thomas Cup – Qualification Africa,badminton qualification tournament
2010 Thomas Cup – Qualification Oceania,badminton qualification tournament
2010 Uber Cup – Qualification Asia,badminton qualification tournament
2008 Uber Cup – Qualification Africa,badminton qualification tournament
2006 Uber Cup – Qualification America,badminton qualification tournament
Saarloq,island
The Stob,mountain
Creag na h-Eararuidh,mountain
Tůně u Špačků,natural monument in the Czech Republic
Doubravská hora,natural monument in the Czech Republic
Říp Mountain,natural monument in the Czech Republic
Doubravská hora,mountain
Dračia hlava,mountain
Kostolík,nunatak
Ejnar Mikkelsen Fjeld,nunatak
Kostolík,mountain
Ækongen,island
Refmatonisi Antiparou,island
Beinn Ìme,Tump
Càrn Eige,Tump
Ben Vorlich,Tump
Beinn Achaladair,Murdo
Beinn Ìme,Murdo
Càrn Eige,Murdo
Ben Vorlich,Murdo
Beinn Achaladair,HuMP
Fitton Rock,rock formation
Estay Rock,rock formation
Envoy Rock,rock formation
East Stack,rock formation
Drum Rock,rock formation
Cube Rock,rock formation
Buzfuz Rock,rock formation
Estay Rock,island
Cube Rock,island
Envoy Rock,mountain
Phelps Rock,rock formation
Moreno Rock,rock formation
Koll Rock,rock formation
Sgùrr Alasdair,Marilyn
Càrn Eige,Marilyn
Ben Vorlich,Marilyn
Beinn Achaladair,mountain
Beinn Ìme,mountain
Stob Choire Claurigh,mountain
Sgùrr Alasdair,mountain
Càrn Eige,mountain
Swedish Football Association,sports governing body
French Football Federation,sports governing body
Danish Football Association,sports governing body
Cala Figuera,shingle beach
Cala Dèntol,shingle beach
Es Torrent d'Es Morts,shingle beach
Cala Ca's Xirimier,shingle beach
Port de Valldemossa,shingle beach
Sa Font Figuera,shingle beach
Caló de S'Estaca,shingle beach
Alcanada,shingle beach
18,heptagonal number
Marguerite-D'Youville Regional County Municipality,regional county municipality
La Haute-Gaspésie,regional county municipality
Les Maskoutains Regional County Municipality,regional county municipality
Les Chenaux Regional County Municipality,regional county municipality
L'Islet Regional County Municipality,regional county municipality
Le Rocher-Percé Regional County Municipality,regional county municipality
La Côte-de-Gaspé Regional County Municipality,regional county municipality
Pierre-De Saurel Regional County Municipality,regional county municipality
Minganie Regional County Municipality,regional county municipality
Vaudreuil-Soulanges Regional County Municipality,regional county municipality
Diane,typeface
Omnia,typeface
Choc,typeface
Corcaigh,typeface
Ceanannas,typeface
Klang,typeface
Francesca,typeface
Shelley,typeface
Univers,typeface
Caslon,typeface
Comic Sans MS,typeface
Bembo,typeface
Burg Absberg,lowland castle
Jewish Children's Museum,Jewish museum
Montagne de Reims Regional Natural Park,regional natural park
Sainte-Baume Regional Nature Park,regional natural park
Golfe du Morbihan Regional Natural Park,regional natural park
Wohldorfer Wald,Special Area of Conservation
Borkener See,Special Area of Conservation
NSG Krombachtalsperre,Special Area of Conservation
Bliesaue zwischen Blieskastel und Bliesdalheim,Special Area of Conservation
Kermeter,Site of Community Importance
Himmelsberg,Site of Community Importance
Greifswalder Oie,Site of Community Importance
Rettbergsaue bei Wiesbaden,Special Area of Conservation
"Lusebredde, Hellinghäuser Wiesen und Klostermersch",Special Area of Conservation
Bielenberg mit Stollen,Special Area of Conservation
Berkel,Special Area of Conservation
"Lusebredde, Hellinghäuser Wiesen und Klostermersch",Site of Community Importance
Bielenberg mit Stollen,Site of Community Importance
Bergwiesen Lippe mit Buchheller- und Mischebachtal,Site of Community Importance
Bergwerk Thülen,Site of Community Importance
Baumberge,Site of Community Importance
Bagno mit Steinfurter Aa,Site of Community Importance
Auf dem Bockshorn,Site of Community Importance
Colegio Mayor Diego de Covarrubias,residential college
Colegio Mayor Universitario San Juan Evangelista,residential college
San Clemente Dormitory,residential college
MV Prestige,Aframax
Tamsui Line,railway line
Kaufbeuren–Schongau railway,branch line
Nayoro Main Line,abandoned railway
Xindian railway line,abandoned railway
Tamsui Line,abandoned railway
Furusato Ginga Line,abandoned railway
Esashi Line,abandoned railway
Woosung Road,abandoned railway
Kaufbeuren–Schongau railway,abandoned railway
Okayama Rinkoh Railway Line,abandoned railway
Tempoku Line,abandoned railway
xenon-127,isotope of xenon
xenon-112,isotope of xenon
xenon-116,isotope of xenon
xenon-113,isotope of xenon
PLM 241.B.1,prototype
État 241-101,prototype
SNCF 232.U.1,prototype
SNCF 232.P.1,prototype
PLM 6001,prototype
SNCF 5-230.E.93,prototype
Nord 3.999,prototype
Est 2601 and 2602,prototype
Ouest 901 and 902,prototype
Nord 3.1501 and 3.1502,prototype
Nord 3.1401 and 3.1402,prototype
Nord 3.101,prototype
PLM C.1 and C.2,prototype
Est 1002 to 1005,prototype
2MASS J19503280+4010153,Red Giant Branch star
2MASS J19002573+4537087,Red Giant Branch star
2MASS J19395696+4334456,Red Giant Branch star
2MASS J19264357+4807193,Red Giant Branch star
2MASS J19141637+4232025,Red Giant Branch star
2MASS J19453187+4724345,Red Giant Branch star
2MASS J19283666+4056278,Red Giant Branch star
2MASS J19371884+4346391,Red Giant Branch star
2005 Denmark Open Badminton Championships,Denmark Open Badminton Championships
2004 Denmark Open Badminton Championships,Denmark Open Badminton Championships
2001 Denmark Open Badminton Championships,Denmark Open Badminton Championships
2002 Denmark Open Badminton Championships,Denmark Open Badminton Championships
2003 Welsh International Badminton Championships,Welsh International Badminton Championships
1996 Welsh International Badminton Championships,Welsh International Badminton Championships
1995 Welsh International Badminton Championships,Welsh International Badminton Championships
1992 Welsh International Badminton Championships,Welsh International Badminton Championships
1969 Welsh International Badminton Championships,Welsh International Badminton Championships
1968 Welsh International Badminton Championships,Welsh International Badminton Championships
Palackého 1,house
575 King Street,house
574 Charlotte Street,house
573 King Street,house
573 Bolivar Street,house
572 Charlotte Street,house
569 Bolivar Street,house
568 Charlotte Street,house
567 King Street,house
HD 149026 b,giant planet
HD 104985 b,giant planet
Mu Arae d,giant planet
Mu Arae c,giant planet
Epsilon Eridani b,giant planet
42 Draconis b,giant planet
Bach Ice Shelf,ice shelf
Abbot Ice Shelf,ice shelf
McDonald Ice Rumples,ice shelf
Voyeykov Ice Shelf,ice shelf
Quar Ice Shelf,ice shelf
Lazarev Ice Shelf,ice shelf
Jelbart Ice Shelf,ice shelf
McMurdo Ice Shelf,ice shelf
Gauthier,single-tier municipality
Chapple,single-tier municipality
Black River-Matheson,single-tier municipality
Institut national de l'audiovisuel,cinematheque
Deutsche Kinemathek,cinematheque
Cinémathèque suisse,cinematheque
Cinémathèque Française,cinematheque
Laboratory for Analysis and Architecture of Systems,research institute
Institut d'histoire du temps présent,research institute
Institut Charles Sadron,research institute
Institut de Chimie des Substances Naturelles,research institute
Grand Accélérateur National d'Ions Lourds,research institute
Institute for Advanced Sustainability Studies,institute
Institut national de l'audiovisuel,institute
Instituto Antártico Uruguayo,institute
Leibniz Institute for Tropospheric Research,institute
Friedrich Loeffler Institute,institute
Manukau Institute of Technology,institute
National Audiovisual Institute,institute
Institute of Botany of the Czech Academy of Sciences,institute
Railway Institute,institute
National Audiovisual Institute,cinematheque
Institute of Botany of the Czech Academy of Sciences,research institute
Institut technologique européen d'entrepreneuriat et de management,engineering degree in France
"Istituto Nazionale di Documentazione, Innovazione e Ricerca Educativa",institute
Institut technologique européen d'entrepreneuriat et de management,institute
Lille Institute for health systems engineering,institute
Institut industriel du Nord,institute
Institut de Génie Informatique et Industriel,institute
Swiss Institute for Art Research,institute
Route nationale 363,route nationale
Route nationale 36,route nationale
Route nationale 358,route nationale
Route nationale 356,route nationale
Route nationale 353,route nationale
Route nationale 35,route nationale
Route nationale 348,route nationale
Route nationale 347,route nationale
Route nationale 346,route nationale
Route nationale 341,route nationale
Route nationale 636,route nationale
Route nationale 387,route nationale
Route nationale 737,route nationale
Route nationale 716,route nationale
Annener Gußstahlwerk concentration camp,Nazi concentration camp
Auschwitz I concentration camp,Nazi concentration camp
Annener Gußstahlwerk concentration camp,concentration camp
Auschwitz I concentration camp,concentration camp
Montreal Symphony Orchestra,symphonic orchestra
San Francisco Symphony,symphonic orchestra
Orchestre de la Suisse Romande,symphonic orchestra
9025,centered octagonal number
8649,centered octagonal number
8281,centered octagonal number
7921,centered octagonal number
7569,centered octagonal number
7225,centered octagonal number
6889,centered octagonal number
Arad,city council
Tiberias,city council
Tiberias,political territorial entity
Hanover,rural municipality of Canada
Rural Municipality of East St. Paul,rural municipality of Canada
Rural Municipality of Armstrong,rural municipality of Canada
"Gull Lake No. 139, Saskatchewan",rural municipality of Canada
Fshajt Bridge,arch bridge
Terezije Bridge,arch bridge
Astrolabe-Quadrant: Sutton-type,quadrant
Astrolabe-Quadrant: Sutton-type,quadrant
Astrolabe-Quadrant: Gunter-type,quadrant
Astrolabe-Quadrant: Universal Horizon/Azimuth,quadrant
Astrolabe-Quadrant: Gunter-type,quadrant
Astrolabe-Quadrant: Sutton-type,astrolabe
Astrolabe: Stellar Compass,astrolabe
[NM2011] J013356.33+303420.8,Wolf–Rayet star
[NM2011] J013326.60+303550.3,Wolf–Rayet star
LGGS J013401.91+303819.3,Wolf–Rayet star
[CBC2012] Obj6,Wolf–Rayet star
Llindes,lintel
"Llinda de la casa al carrer Sant Pere, 3",lintel
Llinda al Carrer Vila d'Amunt,lintel
Llinda del portal d'entrada de Can Busquets,lintel
lintel Can Rafelic,lintel
Yefremovsky District,urban okrug in Russia
Kholmsky District,urban okrug in Russia
Borsky District,urban okrug in Russia
Alexandrovsk-Sakhalinsky District,urban okrug in Russia
Resort Town of Sochi,urban okrug in Russia
Luke 4,chapter of the Bible
John 20,chapter of the Bible
Ecclesiastes 1,chapter of the Bible
Luke 15,chapter of the Bible
Magnit,retail chain
McClung,surname prefixed with Mac or Mc
Kalpana-1,communications satellite
GSAT-14,communications satellite
INSAT-1C,communications satellite
INSAT-3B,communications satellite
Grooms and Horses,painting
Frolicking Figures and Animals,painting
Emperor Xuanzong's Flight to Shu,painting
Finches and bamboo,painting
In Plenty,painting
Zen,painting
Untitled,painting
The Serpent Chooses Adam and Eve,painting
In Plenty,collage art
Zen,collage art
Pirate Party Luxembourg,Pirate Party
Pirate Party,Pirate Party
Pirate Party of Greece,Pirate Party
Pirate Party of Spain,Pirate Party
de la Cueva,family name
de las Cuevas,family name
de Alencar,family name
de la Torre,family name
de Jonge,family name
de la Peña,family name
de la Puerta,family name
McGuire,family name
McManus,family name
McLaughlin,family name
Gregson-Williams,family name
Baden-Powell,family name
Rhys Davids,family name
Forbes-Robertson,family name
2017 Le Samyn,1.1
2016 Le Samyn,1.1
2012 Grand Prix d'Isbergues,1.1
2011 Grand Prix d'Isbergues,1.1
2010 Grand Prix d'Isbergues,1.1
2009 Grand Prix d'Isbergues,1.1
2008 Grand Prix d'Isbergues,1.1
2007 Grand Prix d'Isbergues,1.1
2006 Grand Prix d'Isbergues,1.1
2014 Grand Prix d'Isbergues,Grand Prix d'Isbergues
2013 Grand Prix d'Isbergues,Grand Prix d'Isbergues
2012 Grand Prix d'Isbergues,Grand Prix d'Isbergues
2011 Grand Prix d'Isbergues,Grand Prix d'Isbergues
2010 Grand Prix d'Isbergues,Grand Prix d'Isbergues
2009 Grand Prix d'Isbergues,Grand Prix d'Isbergues
2008 Grand Prix d'Isbergues,Grand Prix d'Isbergues
1998 Route Adélie,Route Adélie
2010 Route Adélie,1.1
2009 Route Adélie,1.1
2010 Route Adélie,Route Adélie
2009 Route Adélie,Route Adélie
2011 Route Adélie,1.1
2012 Route Adélie,1.1
Zamfara State,state of Nigeria
Borno State,state of Nigeria
Anambra State,state of Nigeria
Ebonyi State,state of Nigeria
1977 American Airlines Tennis Games,Indian Wells Masters
1976 American Airlines Tennis Games,Indian Wells Masters
Operation Paperclip: The Secret Intelligence Program that Brought Nazi Scientists to America,non-fiction
"Palm Beach Babylon: Sins, Scams, and Scandals",non-fiction
The Von Bülow Affair : the Objective Behind-the-Scenes Account of the Shocking Attempted Murder Case,non-fiction
The Orpheus Clock : the search for my family's art treasures stolen by the Nazis,non-fiction
The German Front,non-fiction
"Flight Assets – Looted Assets. The Transfer of Cultural Assets to and through Switzerland from 1933 to 1945, and the Problem of Restitution",historical document
Art Looting Investigation Unit,historical document
ALIU Final Report,historical document
"Flight Assets – Looted Assets. The Transfer of Cultural Assets to and through Switzerland from 1933 to 1945, and the Problem of Restitution",non-fiction
Ghōr,province of Afghanistan
Laghman,province of Afghanistan
Maidan Wardak,province of Afghanistan
